citation,agency,organization,journal,university,book
"NDPS. “Report on the October 18, 2015 Industrial Fire Incident at the Closed State of Nevada Low-Level Radioactive Waste Site, US Highway 95, Near Milepost NY 48 12 Miles South of Beatty, Nye County, Nevada.” Carson City, Nevada: Nevada Department of Public Safety, State Fire Marshal Division. 2015. ",Nevada Department of Public Safety,,,,
"NRC. NUREG–1949, “Safety Evaluation Report Related to Disposal of High-Level Radioactive Wastes in a Geologic Repository at Yucca Mountain, Nevada: Volume 2: Repository Safety Before Permanent Closure.” Washington, DC: U.S. Nuclear Regulatory Commission. 2015a. ",US Nuclear Regulatory Commission,,,,
"_____. NUREG–1949, “Safety Evaluation Report Related to Disposal of High-Level Radioactive Wastes in a Geologic Repository at Yucca Mountain, Nevada: Volume 5. Proposed Conditions on the Construction Authorization and Probable Subjects of License Specifications.”
Washington, DC: U.S. Nuclear Regulatory Commission. 2015b.",US Nuclear Regulatory Commission,,,,
"_____. “Doses in Our Daily Life.” Washington, DC: U.S. Nuclear Regulatory Commission. <http://www.nrc.gov/about-nrc/radiation/around-us/doses-daily-lives.html> 2015c. ",US Nuclear Regulatory Commission,,,,
"_____. Burns, S.G., Letter (March 9) to K.J. Phillips, Board of County Commissioners, Lincoln County, Nevada. ML15055A526. 2015d. ",US Nuclear Regulatory Commission,,,,
"_____. NUREG–1949, “Safety Evaluation Report Related to Disposal of High-Level Radioactive Wastes in a Geologic Repository at Yucca Mountain, Nevada: Volume 3: Repository Safety After Permanent Closure.” Washington, DC: U.S. Nuclear Regulatory Commission. 2014a. ",US Nuclear Regulatory Commission,,,,
"_____. NUREG–1949, “Safety Evaluation Report Related to Disposal of High-Level Radioactive Wastes in a Geologic Repository at Yucca Mountain, Nevada Volume 4: Administrative and Programmatic Requirements.” Washington, DC: U.S. Nuclear Regulatory Commission. 2014b. ",US Nuclear Regulatory Commission,,,,
"_____. NUREG–2125, “Spent Fuel Transportation Risk Assessment Final Report.” ML14031A323. Washington, DC: U.S. Nuclear Regulatory Commission. 2014c. ",US Nuclear Regulatory Commission,,,,
_____. “Commission Order in the Matter of U.S. Department of Energy.” Docket No. 63-001 (High-Level Waste Repository). ML13242A315. 2p. 2013. ,US Nuclear Regulatory Commission,,,,
"_____. NUREG–1949, “Safety Evaluation Report Related to Disposal of High-Level Radioactive Wastes in a Geologic Repository at Yucca Mountain, Nevada: Volume 1: General Information.” ML102440298. Washington, DC: U.S. Nuclear Regulatory Commission. 2010. ",US Nuclear Regulatory Commission,,,,
"_____. “Board Order Granting Intervention to Petitioners and Denying Withdrawal Motion.” ML101800299. Washington, DC: U.S. Nuclear Regulatory Commission. 2010. ",US Nuclear Regulatory Commission,,,,
"_____. “U.S. Nuclear Regulatory Commission Staff’s Adoption Determination Report for the U.S. Department of Energy’s Environmental Impact Statements for the Proposed Geologic Repository at Yucca Mountain.” ML082420342. Washington, DC: U.S. Nuclear Regulatory Commission. 2008a.  ",US Nuclear Regulatory Commission,,,,
"_____. “Department of Energy, Notice of Hearing and Opportunity to Petition for Leave to Intervene on an Application for Authority to Construct a Geologic Repository at a Geologic Repository Operations Area at Yucca Mountain.” Docket No. 63-001. ML082911055. U.S.
Department of Energy, Office of Civilian Radioactive Waste Management. U.S. Department of Energy. 2008b.",US Nuclear Regulatory Commission,,,,
"_____. NUREG–1748, “Environmental Review Guidance for Licensing Actions Associated With NMSS Program.” ML032450279. Washington, DC: U.S. Nuclear Regulatory Commission. 2003. ",US Nuclear Regulatory Commission,,,,
"NWRPO. “Nye County Early Warning Drilling Program Phase V Drilling Report.” NWRPO-2009-02.” Pahrump, Nevada: Nye County Nuclear Waste Repository Project Office. 2009. (document, plates, appendices) <http://nyecounty.com/RID_data/rid7668_report.pdf> <http://nyecounty.com/RID_data/rid7668_appendices.pdf> <http://nyecounty.com/RID_data/rid7668_plates.pdf> (accessed 23 April 2015) ",Nye County Nuclear Waste Repository Project Office,,,,
"Paces, J.B. and J.F. Whelan. “The Paleohydrology of Unsaturated and Saturated Zones at Yucca Mountain, Nevada, and Vicinity.” J.S. Stuckless, ed. Hydrology and Geochemistry of Yucca Mountain and Vicinity, Southern Nevada and California: Geological Society of America Memoir 209. pp. 219–276. 2012. ",,,,,Book
"Paces, J.B., J.F. Whelan, R.M. Forester, J.P. Bradbury. B.D. Marshall, and S.A. Mahan. “Summary of Discharge Deposits in the Amargosa Valley.” ML15212A005. USGS Milestone Report SPC333M4 to DOE-YMPSCO. 1997. ",USGS,,,,
"Palmer, C.D. and R.W. Puls. “Natural Attenuation of Hexavalent Chromium in Ground Water and Soils.” EPA/540/S-94/505. ML15212A006. Washington, DC: U.S. Environmental Protection Agency. 1994. ",Environmental Protection Agency,,,,
"Poston, T.M., E.J. Antonio, and T.J. Traub. “Ecological Dose Modeling of Aquatic and Riparian Receptors to Strontium-90 With an Emphasis on Radiosensitive Organs.” PNNL-20529. ML15212A007. Richland, Washington: Pacific Northwest National Laboratory. 2011. ",US Nuclear Regulatory Commission,,,,
"Sample, B.E., D.M. Opresko, and G.W. Suter II. “Toxicological Benchmarks for Wildlife.” 1996 Revision. ES/ER/TM-86/R3. Oak Ridge, Tennessee: Risk Assessment Program Health Sciences Research Division Report. 217p. 1996. ",,Organization,,,
"SCN. “Great Basin Water Network II v.” Taylor. Nevada. Supreme Court of Nevada Decision. June 17, 2010, No. 49718. 2010. ",Supreme Court of Nevada,,,,
"Smith, G.I. and F.A. Street-Perrott. “Pluvial Lakes of the Western United States.” S.C. Porter, ed. The Late Pleistocene. pp. 190–212. University of Minnesota Press, Minneapolis. 1983. ",,,,,Book
"SNL. “Review of Inputs Provided to Jason Associates Corporation in Support of RWEV-REP-001, the Analysis of Postclosure Groundwater Impacts Report.” SAND2014-2647. ML14303A398. Albuquerque, New Mexico: Sandia National Laboratories. 2014. ",,Organization,,,
"_____. “Inputs to Jason Associates Corporation in Support of the Postclosure Repository Supplemental Environmental Impact Statement (SEIS-3).” LSA–AR–037. ML15211A586. Las Vegas, Nevada. Sandia National Laboratories. 2009. ",,Organization,,,
"_____. “Saturated Zone Flow and Transport Abstraction.” MDL-NBS-HS-000021, Rev 03, AD02 ERD01. ML090890605, ML090890601, ML090770656. Las Vegas, Nevada: Sandia National Laboratories. 2008a. ",,Organization,,,
"_____. “Features, Events, and Processes for the Total System Performance Assessment: Analyses.” ANL-WIS-MD-000027 Rev 00. ACC: DOC.20080307.0003. Las Vegas, Nevada: Sandia National Laboratories. 2008b. ",,Organization,,,
"_____. “Saturated Zone Site-Scale Flow Model.” MDL–NBS–HS–000011, Rev 03, ACN 01, ERD 03. ML09720277, ML09710145. Las Vegas, Nevada: Sandia National Laboratories. 2007a. ",,Organization,,,
"_____. “Irrigation Recycling Model.” MDL–MGR–HS–000001, Rev 00, ACN 01, ERD 01. ML091830580, ML091830587, ML091830588, ML091830591. Las Vegas, Nevada: Sandia National Laboratories. 2007b. ",,Organization,,,
"_____. “Biosphere Model Report.” MDL–MGR–MD–000001 Rev 02, ERD 01. ML090720287, ML090720291. Las Vegas, Nevada: Sandia National Laboratories. 2007c. ",,Organization,,,
"SNWA. “Groundwater Development Project.” Las Vegas, Nevada: Southern Nevada Water Authority. 2016. <https://www.snwa.com/ws/future_gdp.html> (accessed March 21, 2016). ",Southern Nevada Water Authorit,,,,
"_____. “Water Resources Plan 2015.” Las Vegas, Nevada: Southern Nevada Water Authority. 50p. 2015. <https://www.snwa.com/assets/pdf/wr_plan.pdf> (accessed March 17, 2016) ",Southern Nevada Water Authorit,,,,
"Steinkampf, W.C. and W.L. Werrell. “Ground-Water Flow to Death Valley, as Inferred from the Chemistry and Geohydrology of Selected Springs in Death Valley National Park, California and Nevada.” U.S. Geological Survey Water-Resources Investigations Report 98-4114. Denver, Colorado. 2001. ",USGS,,,,
"Sweetkind, D.S., W.R. Belcher, C.C. Faunt, and C.J. Potter. “Chapter B: Geology and Hydrogeology.” W.R. Belcher and D.S. Sweetkind, eds. “Death Valley Regional Groundwater Flow System, Nevada and California—Hydrogeologic Framework and Transient Groundwater Flow Model.” U.S. Geological Survey Professional Paper 1711. pp. 19–94. 2010. ",USGS,,,,
"Tanko, D.J. and P.A. Glancy. “Flooding in the Amargosa River Drainage Basin, February 23–24, 1998, Southern Nevada and Eastern California, including the Nevada Test Site.” ML15212A008. U.S. Geological Survey Fact Sheet 036-01. 4p. 2001. ",USGS,,,,
"Taylor, T. “In the Office of the State Engineer, State of Nevada, Order 1197.” ML15212A009. Nov 4, 2008. Carson City, Nevada. 2008. ",State of Nevada,,,,
"USCB. “Overview of Race and Hispanic Origin, 2010.” ML16113A141. Washington, DC: U.S. Census Bureau. 2010. ",US Census Bureau,,,,
"USGS. “Southern Amargosa eMbedded Model (SAMM).” ML16116A326. U.S. Geological Survey project summary. 2016a. <http://nevada.usgs.gov/water/studyareas/samm.htm> (accessed April 25, 2016). ",USGS,,,,
"_____. “Evaluating Source Water and Generalized Flow Paths to Lower Amargosa Valley, California. ML16116A329. U.S. Geological Survey Project Summary. 2016b. <http://nevada.usgs.gov/water/studyareas/LAV.htm> (accessed April 25, 2016). ",USGS,,,,
"Winograd, I.J. and W. Thordarson. “Hydrogeologic and Hydrochemical Framework, South-Central Great Basin, Nevada-California, With Special Reference to the Nevada Test Site.” U.S. Geological Survey Professional Paper 712–C. 126p. 1975. ",USGS,,,,
"Winterle, J.R. “Simulation of Spring Flows South of Yucca Mountain, Nevada, Following a Potential Future Water Table Rise.” ML052630242. San Antonio, Texas: Center for Nuclear Waste Regulatory Analyses. 2005. ",,Organization,,,
"Zdon and Associates. “Technical Review Summary—Draft Supplement to U.S. Department of Energy’s Environmental Impact Statement for the Proposed Nuclear Fuel and High-Level Radioactive Waste Repository at Yucca Mountain, Nevada.” ML15342A025. Attachment 2 of Inyo County comments November 11, 2015. 2015. ",,Organization,,,
"Zdon, A., M.L. Davisson, and A.H. Love. “Testing the Established Hydrogeologic Model of Source Water to the Amargosa River Basin, Inyo and San Bernardino Counties, California, Environmental Forensics, 16:4, 344-355.” DOI: 10.1080/15275922.2015.1091406. 2015. ",,Organization,,,
"Zdon and Associates. “2014 State of the Basin Report: Amargosa River Basin, Inyo and San Bernardino Counties, California and Nye County Nevada.” ML16104A277, ML16104A288. The Nature Conservancy. 2014. ",,Organization,,,
